1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
1831	9469	bgu.9.1898_8.txt	125 125	Φαρμοῦθι | κγ	month: Pharmouthi | day: 23	Φαρμο(ῦθι) κγ	0172-07-24	0172-07-24	0	after
1832	9469	bgu.9.1898_8.txt	128 128	Παχὼν | ιη	month: Pachons | day: 18	Παχὼν ιη	0172-07-24	0172-07-24	0	after
1833	9469	bgu.9.1898_8.txt	131 131	Παχὼν | β|digit=2||gap=1|	month: Pachons | 0	Παχὼν β|gap=1|	0172-07-24	0172-07-24	0	after
1834	9469	bgu.9.1898_9.txt	134 134	Φαρμοῦθι | κϛ	month: Pharmouthi | day: 26	Φαρ(μοῦθι) κϛ	0172-07-24	0172-07-24	0	after
1835	9469	bgu.9.1898_9.txt	136 136	Φαρμοῦθι | κε	month: Pharmouthi | day: 25	Φαρμοῦθι κε	0172-07-24	0172-07-24	0	after
1836	9469	bgu.9.1898_9.txt	138 138	Παχὼν | κϛ	month: Pachons | day: 26	Παχὼν κϛ	0172-07-24	0172-07-24	0	after
1837	9469	bgu.9.1898_9.txt	140 140	Φαρμοῦθι | κε	month: Pharmouthi | day: 25	Φαρμοῦθι κε	0172-07-24	0172-07-24	0	after
1838	9469	bgu.9.1898_9.txt	142 142	Φαρμοῦθι | β|digit=2||gap=1|	month: Pharmouthi | 0	Φαρ(μοῦθι) β|gap=1|	0172-07-24	0172-07-24	0	after
1839	9469	bgu.9.1898_9.txt	145	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθι	0172-07-24	0172-07-24	0	after
1840	9469	bgu.9.1898_9.txt	147 147	Φαρμοῦθι | κϛ	month: Pharmouthi | day: 26	Φαρμοῦθι κϛ	0172-07-24	0172-07-24	0	after
1841	9469	bgu.9.1898_9.txt	150 150	Φαρμοῦθι | ιζ	month: Pharmouthi | day: 17	Φαρμοῦθι ιζ	0172-07-24	0172-07-24	0	after
1842	9473	bgu.7.1564.txt	14 14 14 14 14 14 14 15 15 15 15 15	ἔτους δευτέρου | Αὐτοκράτορος Καίσαρος Τίτου Αἰλίου Ἁδριανοῦ Ἀντωνίνου Σεβαστοῦ Εὐσεβοῦς | Θῶθ | ιβ	year: 2 | king: Antoninus Pius | month: Thoth | day: 12	(ἔτους) δευτέρου Αὐτοκράτορος Καίσαρος Τίτου Αἰλί[ο]υ Ἁδριανοῦ Ἀντωνίνου Σεβαστοῦ Εὐσεβοῦς Θῶθ ιβ	0138-09-09	0138-09-09	0	
1843	9474	bgu.7.1565.txt	4 4 4 4 4 4 4	ιη ἔτους | Θεοῦ Αἰλίου Ἀντωνείνου | Παχὼν | η	year: 18 | king: Antoninus Pius | month: Pachons | day: 8	ιη (ἔτους) Θεοῦ Αἰλίου Ἀντωνείνου Παχὼν η	0169-10-28	0169-10-28	0	
1844	9474	bgu.7.1565.txt	5 5 5 5	τῷ διεληλυθότι ἔτει | Θῶθ	year: previous | month: Thoth	τῷ διεληλ(υθότι) ἔτει Θῶθ	0169-10-28	0169-10-28	0	
1845	9474	bgu.7.1565.txt	7 7 7 7 8 8 8 8 8 8 9 9 9 9	ἔτους δεκάτου | Αὐτοκράτορος Καίσαρος Μάρκου Αὐρηλίου Ἀντωνείνου Σεβαστοῦ Ἀρμενιακοῦ Μηδικοῦ Παρθικοῦ Μεγίστου | Ἁθὺρ | νεομηνίᾳ	year: 10 | king: Marcus Aurelius | month: Hathyr | day: noumenia	ἔτους δ[εκ]άτου Αὐτοκράτορος Καίσαρος Μάρκου Αὐρηλίου Ἀντωνείνου Σεβαστοῦ Ἀρμενιακοῦ Μηδικοῦ Παρθικοῦ Μεγίστου Ἁθὺρ νεομηνίᾳ	0169-10-28	0169-10-28	0	
1846	9475	bgu.7.1568.txt	18 18 18 18 18 18 19 19 19 19 19	ἔτους α | τῶν κυρίων ἡμῶν Μακριανοῦ | καὶ Κυήτου Σεβαστῶν | Παῦνι | κ	year: 1 | king: Macrianus | king: Quietus | month: Pauni | day: 20	(ἔτους) α τῶν κυρίων ἡμῶν Μακρ[ια]νοῦ καὶ Κυήτου Σεβαστῶν Παῦνι κ	0261-06-14	0261-06-14	0	
1847	9477	bgu.7.1571.txt	32 32 32 33 33 33 33	ἔτους ζ | Αὐτοκράτορος Καίσαρος Οὐεσπασιανοῦ | Φα|gap=1||gap=1||gap=unknown| | κε	year: 7 | king: Vespasianus | month: [ ] | day: 25	(ἔτους) ζ̣ Αὐτοκράτορος Καίσ[αρος] [Ο]ὐ̣ε̣[σ]πα[σι]α̣ν̣ο̣ῦ̣ Φα|gap=1||gap=1||gap=unknown| κε	0075-04-20	0075-04-20	1	
1848	9480	bgu.7.1572.txt	19 19 19 19 19 19 19 19 19 20 20 20 20	ἔτους γ | Αὐτοκράτορος Καίσαρος Τίτου Αἰλίου Ἁδριανοῦ Ἀντωνείνου Σεβαστοῦ Εὐσεβοῦς | μηνὸς Ἁδριανοῦ | κ	year: 3 | king: Antoninus Pius | month: Hadrianos | day: 20	(ἔτους) γ Αὐτοκράτορος Καίσαρος Τίτου Αἰλίου Ἁδριανοῦ Ἀντωνείνου Σεβαστοῦ Εὐσεβοῦς μηνὸς Ἁδριανοῦ κ	0139-12-17	0139-12-17	0	
1849	9481	bgu.7.1574.txt	4 4 4 4 4 4 4 5	ἔτους ιϛ | Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου | |gap=unknown|	year: 16 | king: Marcus Aurelius | 0	(ἔτους) ιϛ Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου |gap=unknown|	0176-07-31	0176-07-31	0	after
1850	9481	bgu.7.1574.txt	7 7 7 7 7 7 7 7 7	ἔτους ιϛ | Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου | Μεσορὴ | ζ	year: 16 | king: Marcus Aurelius | month: Mesore | day: 7	[(ἔτους)] [ιϛ] [Αὐρη]λίου Ἀντωνίνου Καίσαρος τοῦ κυρίου Μεσορὴ ζ	0176-07-31	0176-07-31	0	after
1851	9481	bgu.7.1574.txt	9 9 9 9	τῷ ἐνεστῶτι ἔτει | Παῦνι	year: current | month: Pauni	τῷ ἐνεστῶτι ἔτει Παῦνι	0176-07-31	0176-07-31	0	after
1852	9481	bgu.7.1574.txt	23 23 23 23 23 23 23 23	ἔτους ιϛ | Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου | Μεσορή	year: 16 | king: Marcus Aurelius | month: Mesore	(ἔτους) ιϛ Αὐρηλίου Ἀντωνίνου Καίσαρος τοῦ κυρίου Μεσορή	0176-07-31	0176-07-31	0	after
1853	9482	bgu.7.1575.txt	24 24 24 24 24 24 24 24	ἔτους λ | Αὐρηλίου Κομμόδου Ἀντωνείνου Καίσαρος τοῦ κυρίου	year: 30 | king: Commodus	(ἔτους) λ Αὐρηλίου [Κομ]μόδου Ἀντωνείνου Καίσαρος τοῦ κυρί[ο]υ	0189-08-29	0190-08-28	0	
1854	9485	bgu.7.1577.txt	7 7 7 7 7 8 8 8 8 9 9 9 9 10 10 10 10 11 11 12 12	ἔτους |gap=1| | Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περτίνακος | καὶ Μάρκου Αὐρηλίου Ἀντωνείνου Εὐσεβοῦς Σεβαστῶν | καὶ Πουπλίου Σεπτιμίου Γέτα Καίσαρος Σεβαστοῦ | Φαρμοῦθι | β	year: [ ] | king: Septimius Severus | king: Caracalla | king: Geta | month: Pharmouthi | day: 2	(ἔτους) |gap=1| Λουκί[ο]υ Σεπτιμ[ίου] Σεουήρου Εὐσ[ε]βοῦς Περ[τί]νακος καὶ Μάρκου Αὐρηλίου Ἀντωνείνου Εὐσεβοῦς Σεβαστῶν καὶ Πουπλίου Σεπτιμίου Γέτα Καίσαρος Σεβαστοῦ Φαρμοῦθι β	0199-01-01	0209-12-31	0	
1855	9486	bgu.7.1578.txt	24 24	Τῦβι | ιζ	month: Tybi | day: 17	Τῦβι ιζ	0212-01-01	0212-12-31	0	after
1856	9488	bgu.7.1580.txt	1 1 1 1 1 2	β ἔτους | Ἁδριανοῦ Καίσαρος τοῦ κυρίου	year: 2 | king: Hadrianus	β [(ἔτους)] [Ἁ]δριανοῦ [Καίσαρος] [τοῦ] κυρίου	0119-06-06	0119-06-06	0	
1857	9488	bgu.7.1580.txt	13 13 13 13 14 14 14 15 15	ἔτους τρίτου | Αὐτοκράτορος Καίσαρος Τραιανοῦ Ἁδριανοῦ Σεβαστοῦ | Παῦνι | ιβ	year: 3 | king: Hadrianus | month: Pauni | day: 12	(ἔτους) τρίτου Αὐτοκράτορος Καίσαρος Τραιανοῦ Ἁδριανοῦ Σεβ(αστοῦ) Π[α]ῦ(νι) ιβ	0119-06-06	0119-06-06	0	
1858	9489	bgu.7.1581.txt	18 18 18 18 18 19 19 19	ἔτους ι | Ἀντωνίνου Καίσαρος τοῦ κυρίου | Ἐπειφὶ | ιη	year: 10 | king: Antoninus Pius | month: Epeiph | day: 18	(ἔτους) ι Ἀντωνίνου Καίσαρος τοῦ κυρίου Ἐπειφὶ ιη	0147-07-22	0147-07-22	0	
1859	9490	bgu.7.1582_2.txt	6 6 7 7	τῷ διελθόντι ια ἔτει	year: 11	τῷ διελθόντ(ι) ια (ἔτει)	0149-01-27	0149-01-27	0	
1860	9490	bgu.7.1582_2.txt	14 14 14 14 14 14 15 15	ἔτους ιβ | Ἀντωνίνου Καίσαρος τοῦ κυρίου | Μεχεὶρ | β	year: 12 | king: Antoninus Pius | month: Mecheir | day: 2	(ἔτους) ιβ Ἀντωνίνου Καίσαρος τοῦ κυρίο(υ) Μεχεὶρ β	0149-01-27	0149-01-27	0	
1861	9491	bgu.7.1583.txt	24 24 24 24 24 24 24 24 25 25 25 25 25 25 25 26 26 26 26 26 26 26 26 26 27 27	ἔτους ια | Αὐτοκρατόρων Καισάρων Λουκίου Σεπτιμίου Σευήρου Εὐσεβοῦς Περτίνακος Ἀραβικοῦ Ἀδιαβηνικοῦ Παρθικοῦ Μεγίστου | καὶ Μάρκου Αὐρηλίου Ἀντωνίνου Εὐσεβοῦς Σεβαστῶν | καὶ Πουβλίου Σεπτιμίου Γέτα Καίσαρος Σεβαστοῦ | Φαμενώθ	year: 11 | king: Septimius Severus | king: Caracalla | king: Geta | month: Phamenoth	(ἔτους) ια̣ Αὐτο[κρα]τόρων Καισάρων Λουκί[ο]υ Σεπτιμίου Σευήρου Εὐσεβοῦς [Περτί]νακος Ἀρ[αβ]ικοῦ Ἀδια[β]ηνικοῦ Παρ[θι]κοῦ Μεγίστου καὶ Μάρκ(ου) [Αὐρη]λίου Ἀντωνίνου Εὐσεβ[οῦς] Σεβαστῶν κα[ὶ] Πουβλίου Σεπτιμίου Γέτα Καίσαρος [Σεβαστ]οῦ Φαμεν[ώ]θ	0203-02-25	0203-03-26	0	
1862	9492	bgu.7.1586.txt	1 1 1 1 2 2 2 3 3 3 3 4 4 4 4 5 5	ἔτους θ | Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περτίνακος | καὶ Μάρκου Αὐρηλίου Ἀντωνείνου Σεβαστῶν | καὶ Πουπλίου Σεπτιμίου Γέτα Καίσαρος	year: 9 | king: Septimius Severus | king: Caracalla | king: Geta	ἔτους θ Λουκίου Σεπτιμίου Σεουήρου Εὐσεβοῦς Περτίνακος καὶ Μάρκου Αὐρηλίου Ἀντωνείνου Σεβαστῶν καὶ Πουπλίου Σεπτιμί(ου) Γετας* @^inline^Καίσαρος@⟦καισαραρο⟧	0202-04-16	0202-04-16	0	
1863	9492	bgu.7.1586.txt	7 7	Μεσορὴ | λ	month: Mesore | day: 30	Μ̣ε̣σορὴ λ	0202-04-16	0202-04-16	0	
1864	9492	bgu.7.1586.txt	10 11	Θῶθ | κθ	month: Thoth | day: 29	Θῶθ κθ	0202-04-16	0202-04-16	0	
1865	9492	bgu.7.1586.txt	11 12	Ἁδριανοῦ | δ	month: Hadrianos | day: 4	Ἁδριαν(οῦ) δ	0202-04-16	0202-04-16	0	
1866	9492	bgu.7.1586.txt	13 13	Φαμενὼθ | α	month: Phamenoth | day: 1	Φαμενὼθ α̣	0202-04-16	0202-04-16	0	
1867	9492	bgu.7.1586.txt	15 15	Φαρμοῦθι | κα	month: Pharmouthi | day: 21	Φαρμοῦθι κα	0202-04-16	0202-04-16	0	
1868	9493	bgu.7.1587.txt	1 1 1 1 1 2 2 2 2 3 3 3 3	ἔτους ϛ | τῶν κυρίων ἡμῶν Οὐαλεριανῶν | καὶ Γαλλιηνοῦ Εὐσεβῶν Εὐτυχῶν Σεβαστῶν | Φαῶφι | ϛ	year: 6 | king: Valerianus | king: Gallienus | month: Phaophi | day: 6	ἔτους ϛ τῶν κυρίων ἡμῶν Ο̣ὐ̣αλεριανῶν καὶ Γαλλιηνοῦ Εὐσεβῶν Εὐτυχῶν Σεβαστῶν Φαῶφι ϛ	0258-10-03	0258-10-03	0	
1869	9494	bgu.7.1588.txt	8 8 8 8 8 9 9 9 9 9 9	ἔτους β | Μάρκου Αὐρηλίου Σεουήρου Ἀλεξάνδρου Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ | Φαῶφι | λ	year: 2 | king: Severus Alexander | month: Phaophi | day: 30	(ἔτους) β Μάρκου Αὐρηλίου Σεουήρου Ἀλε[ξάνδρο]υ Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ Φαῶφι λ	0222-10-27	0222-10-27	0	
1870	9496	bgu.7.1590a.txt	1 1 1 1 1 1	ἔτους | |gap=4| | λϛ | Καίσαρος | Ἁθὺρ | λ	year: [ ] | 0 | year: 36 | king: Augustus | month: Hathyr | day: 30	(ἔτους) |gap=4| λϛ Καίσαρος Ἁθὺρ λ	0006-11-26	0006-11-26	0	
1871	9496	bgu.7.1590b.txt	1 1 1 2 2	ἔτους λϛ | Καίσαρος | Χοιὰχ | β	year: 36 | king: Augustus | month: Choiak | day: 2	ἔ[τους] λϛ̣ Καίσαρος Χοιὰχ β	0006-11-26	0006-11-26	0	
1872	9498	bgu.7.1591.txt	1 1 1 1 1 2 2 2 2	ἔτους ὀγδόου | Αὐτοκράτορος Καίσαρος Τραιανοῦ Ἁδριανοῦ Σεβαστοῦ | Θῶθ | νεομηνίᾳ	year: 8 | king: Hadrianus | month: Thoth | day: noumenia	ἔτους ὀγδόου Αὐτοκράτορος Καίσαρος Τρα[ια]νοῦ Ἁδριανοῦ Σεβαστοῦ Θῶθ νεομηνίᾳ	0123-08-30	0123-08-30	0	
1873	9499	bgu.7.1592.txt	4 4 4 4-5 5 5	ἔτους κ | Παῦνι | τρίτῃ | γ	year: 20 | month: Pauni | day: 3 | day: 3	(ἔτους) κ Παῦνι τρί-τῃ , γ	0180-05-28	0180-05-28	1	
1874	9501	bgu.7.1594.txt	7 7 7 8 8 8	ἔτους ι | Ἁθὺρ | ἑβδόμῃ καὶ εἰκοστῇ	year: 10 | month: Hathyr | day: 27	(ἔτους) ι Ἁθὺρ [ἑ]βδόμῃ καὶ εἰκοστ[ῇ]	0262-11-23	0262-11-23	1	
1875	9504	bgu.7.1595.txt	4 4 4 5 5 5	ἔτους ιγ | Ἐπεὶφ | ἑπτακαιδεκάτῃ | ιζ	year: 13 | month: Epeiph | day: 17 | day: 17	(ἔτους) ιγ Ἐπεὶφ ἑπτακαιδεκάτῃ , ιζ	0266-07-11	0266-07-11	1	
1876	9506	bgu.7.1598ii.txt	1 1 1 1 1	ἔτους ιδ | Καίσαρος | Ἐπεὶφ | θ	year: 14 | king: Augustus | month: Epeiph | day: 9	ἔτους ιδ Καίσ(αρος) Ἐπεὶφ θ	-0016-07-03	-0016-07-03	0	
1877	9507	bgu.7.1600.txt	1 1 1 1 1 1 2 2 2 2	ἔτους πρώτου | Αὐτοκράτορος Καίσαρος Δομιτιανοῦ Σεβαστοῦ | Φαῶφι | α | ἕως κα	year: 1 | king: Domitianus | month: Phaophi | day: 1 | day: 21	[ἔ]τους πρώτ[ου] Αὐτοκράτ[ο]ρ[ο]ς Κ[αίσ(αρος)] [Δομ(ιτιανοῦ)] [Σεβ(αστοῦ)] Φαῶφι α ἕ̣ω̣(ς) κα	0082-08-29	0082-09-05	0	
1878	9507	bgu.7.1600.txt	4 5 5 5 5	Νέου Σεβαστοῦ | α | ἕως ια	month: Neos Sebastos | day: 1 | day: 11	[Νέου] [Σε]β̣α̣σ̣τ̣ο̣ῦ α ἕ̣ω̣(ς) ια	0082-08-29	0082-09-05	0	
1879	9507	bgu.7.1600.txt	6 6	Μεχεὶρ | κ	month: Mecheir | day: 20	Μεχεὶρ κ̣	0082-08-29	0082-09-05	0	
1880	9507	bgu.7.1600.txt	7 7	Φαμενὼθ | |gap=unknown|	month: Phamenoth | day: [ ]	Φ̣α̣μ̣ε̣ν̣ὼ̣[θ] |gap=unknown|	0082-08-29	0082-09-05	0	
1881	9507	bgu.7.1600.txt	8 8 8	μηνὸς Καισαρείου | ιε	month: Kaisareios | day: 15	μηνὸς Κ[α]ισαρείου ιε	0082-08-29	0082-09-05	0	
1882	9507	bgu.7.1600.txt	9 9 9 9 9	μηνὸς Σεβαστοῦ | α | ἕως η	month: Sebastos | day: 1 | day: 8	[μ]ηνὸς Σεβαστοῦ α̣ ἕ̣ω̣(ς) η	0082-08-29	0082-09-05	0	
1883	9508	bgu.7.1601.txt	2 2 3 3 3 4 4 4 5 5 5	ακιτιν|gap=5||gap=1| δεκάτου | Αὐτοκράτορος Καίσαρος Νέρουα Τραιανοῦ Σεβαστοῦ Γερμανικοῦ Δακικοῦ | Φαῶφι | ιβ	year: 10 | king: Traianus | month: Phaophi | day: 12	ακ̣ι̣τ̣ι̣ν̣|gap=5||gap=1| δεκάτου Αὐτοκρά[το]ρος Καίσαρος Νέρουα Τραια[νοῦ] [Σεβαστοῦ] [Γε]ρμανι[κοῦ] Δ̣α̣κ̣ικοῦ Φ[α?]ῶφι ι̣β	0106-10-09	0106-10-09	1	
1884	9509	bgu.7.1602a.txt	1 1 1 1 1	κβ ἔτους | Ἁδριανοῦ τοῦ κυρίου	year: 22 | king: Hadrianus	κ[β] (ἔτους) Ἁδριανοῦ τοῦ κυρίο[υ]	0137-08-29	0138-08-28	0	
1885	9510	bgu.7.1602b.txt	14 14 14 14 14	β ἔτους | Ἀντωνείνου τοῦ κυρίου	year: 2 | king: Antoninus Pius	β (ἔτους) Ἀντωνείνου το̣ῦ̣ κ̣υ̣ρ̣ί̣ο̣υ̣	0138-08-29	0139-08-29	0	
1886	9511	bgu.7.1605.txt	1 1 1 1 2 2 3 3 3	ἔτους κβ | Μάρκου Αὐρηλίου Κομμόδου Ἀντωνίνου Σεβαστοῦ | Παχὼν | ιϛ	year: 22 | king: Commodus | month: Pachons | day: 16	ἔτ[ο]υ̣ς̣ κβ Μάρκου Αὐρηλίου Κομμ[όδο]υ Ἀντωνίνου Σεβασ[το]ῦ̣ Παχὼν ιϛ	0182-05-11	0182-05-11	0	
1887	9511	bgu.7.1605.txt	12 12	Φαμενὼθ | |gap=3|ου|gap=4|	month: Phamenoth | day: [ ]	Φ̣[α]μενὼθ |gap=3|ου̣|gap=4|	0182-05-11	0182-05-11	0	
1888	9513	bgu.7.1608.txt	1 1 1 1 2 2 2 2 2 3 3	ἔτους κη | Μάρκου Αὐρηλίου Κομμόδου Ἀντωνίνου Καίσαρος τοῦ κυρίου | Ἐπὶφ | κδ	year: 28 | king: Commodus | month: Epeiph | day: 24	ἔ[τ]ους @^inline^κη@⟦λη⟧ Μάρκου Αὐρηλίου Κομμόδου Ἀντωνίνου [Καί]σαρος τοῦ κυ[ρίου] Ἐπ[ὶ]φ κδ	0188-07-18	0188-07-18	0	
1889	9514	bgu.7.1609.txt	1 1 1 1 2 2 3 3 3 3 4	ἔτους κϛ | Μάρκου Αὐρηλίου Κομμόδου Ἀντωνείνου Καίσαρος τοῦ κυρίου | Παχὼν | κζ	year: 26 | king: Commodus | month: Pachons | day: 27	ἔτου[ς] κϛ Μάρκου @^inline^Αὐρηλίου@⟦αυρη|gap=4|⟧ Κομμό̣δου Ἀντωνε[ί]ν̣ου Καίσαρος τοῦ κυρίου Π̣αχὼν κζ	0186-05-22	0186-05-22	0	
1890	9515	bgu.7.1610.txt	1 1 1 1 1 1 1 1 1 2 2	ἔτους ϛ | τῶν κυρίων ἡμῶν Οὐαλεριανῶν | καὶ Γαλλιηνοῦ Σεβαστῶν | Ἐπεὶφ | λ	year: 6 | king: Valerianus | king: Gallienus | month: Epeiph | day: 30	(ἔτους) ϛ̣ τῶν κυρίων ἡμῶ(ν) Ἀλεριανῶν* καὶ Γαλλιηνοῦ Σεβαστῶ(ν) Ἐπεὶφ λ	0259-10-04	0259-10-04	0	
1891	9515	bgu.7.1610.txt	15 15 15 15	ὁ αὐτὸς Θῶθ | ιβ	month: Thoth | day: 12	ὁ αὐτὸς Θῶθ ιβ	0259-10-04	0259-10-04	0	
1892	9515	bgu.7.1610.txt	16 16 17 17	ὁ αὐτὸς Φαῶφι | ϛ	month: Phaophi | day: 6	ὁ αὐτ[ὸ]ς Φαῶφι ϛ	0259-10-04	0259-10-04	0	
1893	9516	bgu.7.1611.txt	1 1 1 1 1 1 2 2 2 2 2	ἔτους β | τῶν κυρίων ἡμῶν Καρίνου | καὶ Νουμεριανοῦ Σεβαστῶν | Θῶθ | ιζ	year: 2 | king: Carinus | king: Numerianus | month: Thoth | day: 17	ἔτους β τῶν κυρίων ἡμῶν Καρίνου καὶ Νουμεριανοῦ Σεβαστῶν Θῶθ ιζ	0283-09-15	0283-09-15	0	
1894	9519	bgu.7.1614_1.txt	1 1 1 2 2 2	ἔτους δευτέρου | Αὐτοκράτορος Καίσαρος Σεβαστοῦ Οὐεσπασιανοῦ	year: 2 | king: Vespasianus	ἔ[τους] δευτέρου [Αὐτοκράτορος] Κ[αί]σαρος Σεβαστοῦ Οὐεσπ[ασιανοῦ]	0070-03-27	0070-04-25	0	
1895	9519	bgu.7.1614_4.txt	9 9 9	Φαμενὼθ | β ἔτους	month: Phamenoth | year: 2	Φαμενὼθ β (ἔτους)	0070-03-27	0070-04-25	0	
1896	9519	bgu.7.1614_4.txt	12 12 12	Φαρμοῦθι | β ἔτους	month: Pharmouthi | year: 2	Φαρμοῦθι β (ἔτους)	0070-03-27	0070-04-25	0	
1897	9520	bgu.7.1615.txt	1 1 1 1 2 2 2 3 3	ἔτους τρίτου | Αὐτοκράτορος Καίσαρος Δομιτιανοῦ Σεβαστοῦ Γερμανικοῦ | μηνὸς Γερμανικήου	year: 3 | king: Domitianus | month: Germanikeios	(ἔτους) τρί[τ]ου Αὐτοκράτορος Καί[σ]αρ[ος] Δομεττιανοῦ* Σεβαστοῦ Γερμ[ανικοῦ] μηνὸς Γερμανικήου	0084-04-26	0084-05-25	0	
1898	9521	bgu.7.1616.txt	1 1	Τῦβι | ζ	month: Tybi | day: 7	Τῦβι ζ	0119-08-28	0119-08-28	1	after
1899	9521	bgu.7.1616.txt	2	Φαρμοῦθι	month: Pharmouthi	Φαρμοῦθ(ι)	0119-08-28	0119-08-28	1	after
1900	9521	bgu.7.1616.txt	2	Θῶθ	month: Thoth	Θῶθ	0119-08-28	0119-08-28	1	after
1901	9521	bgu.7.1616.txt	3 3 3 3	γ ἔτους | Ἁδριανοῦ | λ	year: 3 | month: Hadrianos | day: 30	γ (ἔτους) Ἁδριανοῦ λ	0119-08-28	0119-08-28	1	after
1902	9521	bgu.7.1616.txt	3 3	Τῦβι | ζ	month: Tybi | day: 7	Τῦβι ζ	0119-08-28	0119-08-28	1	after
1903	9521	bgu.7.1616.txt	3 3 3	Φαῶφι | γ ἔτους	month: Phaophi | year: 3	Φαῶ(φι) γ (ἔτους)	0119-08-28	0119-08-28	1	after
1904	9521	bgu.7.1616.txt	3a 3a	Ἁθὺρ | |extra|	month: Hathyr | 0	⟦Ἁθὺρ⟧ ⟦γ⟧	0119-08-28	0119-08-28	1	after
1905	9521	bgu.7.1616.txt	4 4	Φαρμοῦθι | κη	month: Pharmouthi | day: 28	Φαρμοῦθ(ι) κη	0119-08-28	0119-08-28	1	after
1906	9521	bgu.7.1616.txt	4 4 4	γ ἔτους | Φαῶφι	year: 3 | month: Phaophi	γ (ἔτους) Φαῶ(φι)	0119-08-28	0119-08-28	1	after
1907	9521	bgu.7.1616.txt	4 4	Τῦβι | ιβ	month: Tybi | day: 12	Τῦβι ιβ	0119-08-28	0119-08-28	1	after
1908	9521	bgu.7.1616.txt	5 5	Τῦβι | ζ	month: Tybi | day: 7	Τῦβι ζ	0119-08-28	0119-08-28	1	after
1909	9521	bgu.7.1616.txt	5 5	Μεχεὶρ | θ	month: Mecheir | day: 9	Μεχεὶρ θ	0119-08-28	0119-08-28	1	after
1910	9521	bgu.7.1616.txt	5 5	Φαμενὼθ | κη	month: Phamenoth | day: 28	Φαμενὼ(θ) κη	0119-08-28	0119-08-28	1	after
1911	9521	bgu.7.1616.txt	6 6	Παῦνι | ιζ	month: Pauni | day: 17	Παῦνι ιζ	0119-08-28	0119-08-28	1	after
1912	9521	bgu.7.1616.txt	7 7	Φαμενὼθ | κγ	month: Phamenoth | day: 23	Φαμενὼθ κγ	0119-08-28	0119-08-28	1	after
1913	9521	bgu.7.1616.txt	7 7	Παῦνι | ιζ	month: Pauni | day: 17	Παῦνι ιζ	0119-08-28	0119-08-28	1	after
1914	9521	bgu.7.1616.txt	8 8 8 8	Θῶθ | ιβ | γ ἔτους	month: Thoth | day: 12 | year: 3	Θῶθ ιβ γ (ἔτους)	0119-08-28	0119-08-28	1	after
1915	9521	bgu.7.1616.txt	9 9	Τῦβι | ζ	month: Tybi | day: 7	Τῦβι ζ	0119-08-28	0119-08-28	1	after
1916	9521	bgu.7.1616.txt	10 10	Φαρμοῦθι | κζ	month: Pharmouthi | day: 27	Φαρμοῦθ(ι) κζ	0119-08-28	0119-08-28	1	after
1917	9521	bgu.7.1616.txt	10	Φαῶφι	month: Phaophi	Φαῶ(φι)	0119-08-28	0119-08-28	1	after
1918	9521	bgu.7.1616.txt	10 10	Παῦνι | θ	month: Pauni | day: 9	Παῦνι θ	0119-08-28	0119-08-28	1	after
1919	9521	bgu.7.1616.txt	11	Μεσορὴ	month: Mesore	Μεσορὴ	0119-08-28	0119-08-28	1	after
1920	9521	bgu.7.1616.txt	12 12	Φαῶφι | κγ	month: Phaophi | day: 23	Φαῶ(φι) κγ	0119-08-28	0119-08-28	1	after
1921	9521	bgu.7.1616.txt	12 12 12 12	γ ἔτους | Τῦβι | β	year: 3 | month: Tybi | day: 2	γ (ἔτους) \\Τῦβι/ \\β/	0119-08-28	0119-08-28	1	after
1922	9521	bgu.7.1616.txt	13 13	Παῦνι | ιγ	month: Pauni | day: 13	Παῦνι ιγ	0119-08-28	0119-08-28	1	after
